ASN.SITE.NO,DAY,MONTH,YEAR,DOC,A350,SR,BA,FI,HIX,HIXOHNO,C1,C2,C3,C4,C5,C6,C7,SUVA254,CHL,DISC,DO,FieldNotes,NH4,NO3,pH,SAL,S.COND,SRP,TDN,TDP,TEMP,TP,TSS,DIC,A254,DO.PER,PP,PN,PC,C1.Per,C2.Per,C3.Per,C4.Per,C5.Per,C6.Per,C7.Per
43,21,5,2019,4.539,3.805568006,0.860139918,0.700905122,1.346603484,10.3665237,0.912022354,0.911570068,0.730872493,0.569302201,0.247256447,0.1979931,0.377032583,0.230990883,3.5503691,,,11.94,Too deep,12.72848922,0.132248841,8.18,0.2,419.2,1.436657703,400.07553,0.39838627,14,10.08642213,2.004285714,44.57,,,,,,27.91929878,22.38494683,17.43641966,7.572897425,6.064074201,11.54764257,7.074720524
44,16,5,2019,4.367,,,,,,,,,,,,,,,,0.4967,10.83,,33.03779592,0.159515706,8.2,0.2,360.3,0.537687202,3152.624956,0.26605094,12.5,5.303999612,2.873,37.53,,,,,,,,,,,,
45,21,5,2019,5.261,3.984001667,0.851659311,0.719666991,1.587216026,19.54028641,0.951315187,1.151095271,0.93910876,0.903188565,0.169475028,0.222835875,0.544996456,0.175011335,3.311917057,,1.8775,12.77,,14.96766259,0.303930865,8.23,0,3.9,1.308054053,575.247545,0.28200276,12.9,12.40817911,2.941,50.53,,,,,,28.03643972,22.87322935,21.99834574,4.127787277,5.427460912,13.27410569,4.26263132
46,15,5,2019,5.108,3.708736585,0.855544088,0.71080667,1.357922445,6.431936234,0.865445562,1.007261935,0.983129285,0.603006048,0.272681091,0.240942986,0.334952697,0.417489981,3.226102808,,0.8987,13.35,,66.08076354,1.498907134,8.56,0.2,420.5,3.162367846,1547.173365,4.02684483,9.6,14.01554934,3.215,45.98,,,,,,26.09849266,25.47320766,15.62408781,7.065258002,6.242913113,8.6787361,10.81730465
47,15,5,2019,4.317,2.594212124,0.800809207,0.820694759,1.513824605,8.34771231,0.893021954,0.77057519,0.661657519,0.463627343,0.221201613,0.216208362,0.449129472,0.271779148,2.795060447,,,15.07,,98.82604677,4.872509677,8.46,0.3,566,5.19225578,1794.171079,6.64923624,14.2,18.10342916,5.545,58.65,,,,,,25.23019375,21.6640084,15.18009903,7.242589195,7.079100039,14.70540934,8.898600241
48,15,5,2019,2.732,1.327832309,0.678203156,0.73439629,1.290476404,3.335030091,0.769321094,0.516259185,0.704570729,0.215452678,0.170289586,0.150379182,0.007606982,0.448021589,2.302416317,,1.9692,15.21,,63.6992884,5.12857539,8.31,0.3,586,2.782676578,5280.046527,3.00537678,13.1,13.40038295,3.797,62.91,,,,,,23.33290552,31.84385427,9.737622371,7.696426418,6.796553665,0.343805954,20.2488318
49,14,5,2019,5.631,3.924204805,0.85091311,0.520333033,1.383535511,18.81022433,0.949521016,1.031860297,1.403043476,0.55662873,0.2782708,0.409038255,0,0.163812776,3.112249718,,,12.07,Water level too high,70.54602944,0.541609494,8.33,0.3,554,3.396024011,5543.369386,2.99008543,8.5,29.9701871,17.0392,48.85,,,,,,26.85280036,36.51235198,14.48552698,7.241629779,10.64467993,0,4.26301097
50,23,5,2019,4.453,2.624071227,0.963232053,0.714794269,1.51840451,7.406171628,0.881039783,0.591701806,0.547427568,0.544265088,0.05687824,0.069892782,0.234714856,0.244494904,2.851121005,,2.3434,11.28,,9.742924723,0.000903357,8.17,0.1,311.1,2.551719836,208.495328,0.46281469,13.9,8.856089363,1.006666667,33.51,,,,,,25.84555796,23.91165752,23.77352027,2.48444376,3.052919441,10.25235409,10.67954695
51,15,5,2019,4.754,,,,,,,,,,,,,,,,0.3972,12.34,,66.67613233,3.12721529,8.24,0.2,503,4.096992506,910.406321,2.76647066,9.6,16.85325232,2.999,54.53,,,,,,,,,,,,
53,15,5,2019,4.891,3.337755155,0.812907684,0.560354324,1.447790428,14.89123995,0.937072248,0.996315514,1.417023623,0.547202431,0.247046019,0.449109877,0.023881695,0.245026536,3.071821538,,,10.55,,104.4820502,4.378238608,8.17,0.3,612,18.61288176,2462.395573,20.6556524,12.9,63.82418215,17.78666667,58.99,,,,,,25.3799182,36.09694231,13.93931214,6.293194951,11.44052438,0.608356945,6.24175108
54,16,5,2019,5.817,5.29378064,0.828749715,0.481395313,1.369770935,6.925327604,0.873822251,1.278985845,1.522470482,0.780179676,0.378743035,0.462907354,0,0.44863733,3.749749162,,,9.47,Too deep (usually is),23.92435607,2.472121952,8.13,0.3,320,1.058805516,2853.050868,30.1694445,12.8,9.094218285,9.073333333,60.56,,,,,,26.25217302,31.24988339,16.01379087,7.773993539,9.501531231,0,9.208627953
55,15,5,2019,7.104,,,,,,,,,,,,,,,,0.0634,17.09,,54.76875661,3.699317042,8.42,0.3,680,7.397385837,4040.323867,9.86473264,17.1,24.79088305,2.842222222,59.84,,,,,,,,,,,,
1,8,7,2020,5.811,5.189139657,0.975321104,0.720258,1.252581438,9.944547075,0.908630298,1.084591359,0.973115124,0.776574328,0.281283243,0.214044919,0.54539269,0.327955264,3.629753065,,,6.56,,,0.009605288,7.67,0.2,408.4,0.016,349.4331379,69.75,28.1,27.875,,,21.09249506,84.1,,,,25.80543597,23.15310722,18.47685669,6.692508333,5.092722168,12.97640446,7.802965151
2,10,7,2020,14.37,11.65400369,0.931252278,0.704840402,1.390809633,9.376687475,0.903630132,2.489011347,2.337572925,2.303436929,0.600847673,0.569387562,1.670995717,0.785625749,3.484868233,,0.0043,3.14,,,0.053448963,7.48,0.2,462,0.0289,1083.021194,336.125,27,219.96875,,,50.07755651,39.2,,,,23.13878962,21.73096084,21.41361974,5.585706914,5.293241839,15.53420735,7.303473707
3,10,7,2020,16.03,11.57176409,0.948447891,0.677149016,1.283512397,10.69679098,0.914506466,2.834051034,2.47267093,2.740346685,0.619839551,0.52490818,1.959904168,0.744433071,3.4439808,,,3.6,,,0.00324558,7.69,0.2,420.5,0.0277,905.507973,81.5,26.5,47.0625,,,55.20701223,44.5,,,,23.82325519,20.7854657,23.03556908,5.210419859,4.412419314,16.4751081,6.257762762
4,10,7,2020,5.155,5.389748897,0.919701549,0.62065042,1.249039143,17.70295426,0.946532511,1.174596183,0.880573191,0.823861172,0.314181473,0.194256172,0.454768232,0.178530887,4.059548712,,,7.18,,,0.158207992,7.95,0.2,443.5,0.03175,426.8222041,45.25,28.3,28.96875,,,20.92697361,91.8,,,,29.2132345,21.90062551,20.49014799,7.813968049,4.83132091,11.31048373,4.440219319
5,10,7,2020,22.89,18.93367121,0.883487727,0.63922211,1.36411101,23.10817707,0.958520298,5.708175312,4.086147917,5.634881666,1.184184452,0.973427954,3.408177181,0.592837263,3.711869955,,,0.64,,,0.003545994,7.58,0.3,596,0.0231,789.6743364,95,22.1,96.71875,,,84.96470326,7.5,,,,26.44163332,18.92801447,26.10211962,5.485425615,4.509151105,15.78749187,2.746163997
6,10,7,2020,8.864,6.040404609,0.981105895,0.748040184,1.317319292,9.833771366,0.90769604,1.536043038,1.418871068,1.352973961,0.358128626,0.306314401,1.086131287,0.465012655,3.243185895,,0.0539,8.96,,,0.088175358,7.87,0.2,511,0.03145,720.9961327,64.5,29.2,71.65625,,,28.74759978,116.6,,,,23.54639253,21.75023374,20.7400803,5.489844361,4.69557098,16.64958141,7.128296689
7,10,7,2020,15.14,12.28514099,0.895022075,0.69273489,1.346303545,16.11692117,0.941578279,3.086155971,2.71641637,3.10705531,0.727886958,0.497675126,1.882348069,0.538506121,3.716422727,,0.0015,3.63,,,0.00408395,8.03,0.3,659,0.0206,952.272305,108.125,23.8,141.40625,,,56.26664009,42.9,,,,24.57904727,21.63433313,24.7454957,5.797104263,3.963630015,14.99156964,4.288819987
8,8,7,2020,6.397,5.226069303,0.889302138,0.684785597,1.384483536,10.02957243,0.909334654,1.379684836,2.201602914,0.704397718,0.337249743,0.066202093,0.218569864,0.50140077,3.349571813,,0.0088,11.4,,,2.468101405,8.09,0.3,671,0.0245,2439.05317,101.25,24.6,73.46875,,,21.42721089,134.7,,,,25.50669818,40.70177448,13.02243783,6.234849563,1.223900388,4.040774685,9.269564877
9,8,7,2020,8.004,5.87470016,0.969055636,0.75233476,1.38136894,9.185862034,0.901824706,1.48294642,1.390726496,0.849314512,0.355204969,0.346527002,0.822438188,0.438648606,3.057778958,,,7.03,,,0.064694465,7.67,0.2,438.4,0.01285,671.5834718,75,27.5,32.25,,,24.47446278,89,,,,26.08155062,24.45961837,14.93745096,6.247222593,6.09459749,14.46475945,7.714800519
10,10,7,2020,5.522,2.565331432,0.951847716,0.807436095,1.466938219,6.899002248,0.873401732,0.766590964,0.755949289,0.538466221,0.215989544,0.209486087,0.628305273,0.335432585,2.504553372,,0.0197,6.47,,,3.618785416,7.81,0.3,595,0.01915,3547.882974,45.875,28.7,52.125,,,13.83014372,82.9,,,,22.21861133,21.91017665,15.60672151,6.260167364,6.071673391,18.21058599,9.722063766
11,10,7,2020,4.754,2.335279434,1.103945743,0.760585525,1.483296188,6.673598093,0.869683037,0.460908938,0.424840363,0.446250678,0.090416724,0.079652114,0.435214668,0.228071627,2.672631531,,0.4921,8,,,-0.000351623,8.2,0.1,233.9,0.0103,359.0870391,30.75,28.4,24.625,,,12.7056903,103.4,,,,21.2856051,19.6198933,20.60866025,4.175607214,3.678478142,20.0989974,10.53275859
12,16,7,2020,2.484,2.048191367,0.819193643,0.70149226,1.360349603,15.33921019,0.938797531,0.656158251,0.503364138,0.346404552,0.13503439,0.151950137,0.275505117,0.104316346,3.388274881,,,11.55,,,1.631088489,8.21,0.2,467,11.16666667,1456.641549,34.125,15.8,36.9375,,,8.416474806,116.7,,,,30.19967349,23.16732679,15.94326422,6.214955743,6.993502723,12.68011881,4.801158225
13,16,7,2020,5.711,5.976190504,0.887656554,0.611599557,1.249584347,13.0543444,0.928847624,1.427964247,1.104457447,0.820590582,0.383534392,0.296317746,0.487160667,0.267582406,4.032310299,,0.0941,10.71,,,0.376094376,8.41,0.2,472,9.433333333,634.9382984,23,22.1,19.4375,,,23.02852412,122.8,,,,29.8262598,23.06908931,17.13988843,8.01098237,6.189265662,10.17545127,5.589063154
14,6,7,2020,8.232,5.004377016,0.966773118,0.799846094,1.444931311,7.508954795,0.882476753,1.221438669,1.07269065,1.094474347,0.273729568,0.278667362,1.405098227,0.496723304,2.964944685,,,14.06,,,0.06954599,8.45,0.4,760,13.9375,622.5545335,159.75,29.2,161.5,,,24.40742465,180.4,,,,20.90494358,18.35911871,18.73194705,4.6848862,4.769396637,24.04828003,8.501427791
15,6,7,2020,19.84,16.60066291,0.850462796,0.712083309,1.370266821,15.70867655,0.940150855,5.748545022,4.554814047,5.588417463,1.42324458,1.136399237,3.838030969,0.925006063,3.785518045,,0.0004,6.65,,,0.352274463,7.85,0.2,320,70.625,1698.190583,430.25,29.1,409.40625,,,75.10467802,86.3,,,,24.76278006,19.62059234,24.0730049,6.130854392,4.895222052,16.53293422,3.984612035
16,6,7,2020,6.013,4.843590022,0.943322792,0.730450333,1.323883217,12.08266969,0.923563002,1.109183745,0.927041494,0.941955863,0.315234847,0.21509621,0.736607244,0.264614651,3.412076202,,0.1165,9.9,,,0.718815247,8.16,0.3,576,115.625,1076.533531,136.625,29.5,79.5,,,20.5168142,129.8,,,,24.59532494,20.55645596,20.88717098,6.990098388,4.769598557,16.33371802,5.867633156
17,8,7,2020,38.79,39.14433839,0.838968749,0.597028821,1.263702368,19.19388987,0.950480071,8.620457115,3.26674909,14.82930026,1.778262779,0.862515749,7.812239221,0.770195664,4.050635468,,,0.41,,,-0.266623513,7.33,0.3,619,0.0044,1451.034958,293.125,22.3,672.25,,,157.1241498,5.2,,,,22.72145694,8.61036692,39.086478,4.687074086,2.273384601,20.59118846,2.030051002
18,8,7,2020,4.353,2.848146425,1.007811269,0.826420186,1.469881199,6.618784397,0.868745465,0.615073904,0.52139353,0.480043627,0.158214777,0.130777852,0.485439512,0.285692492,2.956460646,,0.412,10.99,,,1.087018946,8.24,0.3,575,0.01845,1235.994503,53.875,28.5,32.96875,,,12.86947319,141.7,,,,22.97936569,19.47943574,17.93458961,5.910956696,4.885904043,18.13618165,10.67356657
19,8,7,2020,9.397,5.46083604,1.047742736,0.74473258,1.379923757,8.116785557,0.890312217,1.092670374,0.968066921,0.992410203,0.245440016,0.196196207,0.92288599,0.442054189,2.960200669,,,10.32,,,0.042726568,8.14,0.2,341.3,0.01155,686.5195096,87.875,27.8,51.875,,,27.81700569,131.6,,,,22.48420685,19.92020413,20.42112316,5.05049302,4.037188349,18.99050252,9.096281969
22,3,7,2020,5.131,2.982988705,0.973345431,0.700279383,1.448740709,3.490775039,0.777321288,0.523546552,0.598667418,0.467347091,0.122666195,0.080635643,0.091388337,0.438891818,2.723878244,,,9.47,,,0.002402034,7.74,0.1,131.1,3.590909091,328.0819326,14.375,26.1,13.8125,,,13.97621927,116.9,,,,22.53613058,25.76971817,20.11701733,5.280182594,3.470971919,3.933823072,18.89215634
23,3,7,2020,5.295,4.002307247,0.86293629,0.672785781,1.427248394,16.47352687,0.942770569,1.114180405,0.950947408,0.779414699,0.276326976,0.21863597,0.509653333,0.174612676,3.426765374,,0.0076,5.69,,,0.03575574,7.77,0.1,253.2,8.227272727,199.0363803,21.25,21.1,50.9375,,,18.14472265,64,,,,27.68995243,23.63323602,19.37025265,6.867362587,5.433608033,12.66606062,4.339527656
24,3,7,2020,4.813,2.318683784,1.068155314,0.808655989,1.21276711,6.287174816,0.862772607,0.450819009,0.425553482,0.420578898,0.12189706,0.088769758,0.402516609,0.243436966,2.658296835,,,10.17,,,0.81010165,7.94,0.1,222,7,366.3963071,63,27.3,23.125,,,12.79438266,128.8,,,,20.93354921,19.76035745,19.52936521,5.660227401,4.121978156,18.69065206,11.30387052
27,6,7,2020,2.286,1.537100201,0.886747256,0.761617066,1.416371685,7.618237025,0.883966988,0.460512743,0.394271653,0.267568303,0.127906009,0.114767951,0.225259872,0.148239099,2.88379372,,0.7519,11.44,,,0.826917833,8.34,0.3,521,143.3125,792.3773907,16.625,19.1,13.96875,,,6.592352445,128.6,,,,26.48869448,22.67850677,15.39052968,7.357154075,6.601452908,12.9569486,8.526713485
28,29,6,2020,2.217,1.705519131,0.891240724,0.668204567,1.262858729,13.95776283,0.933145083,0.387966071,0.301771673,0.255487924,0.075106472,0.088545349,0.227851763,0.083835425,3.199714737,,0.6529,10.45,,,0.259723524,8.41,0.2,462,9.807692308,690.2912524,28.25,19.7,24.75,,,7.093767571,114.2,,,,27.31069391,21.24307874,17.98495541,5.287085722,6.233109323,16.03952053,5.901556357
29,3,7,2020,7.623,4.878091938,0.902430527,0.731917696,1.426860777,10.53012674,0.913270685,1.351340227,1.281596593,1.170326663,0.341860778,0.293967281,0.962661265,0.380923385,3.147543595,,-0.0187,8.18,,,0.00439382,7.88,0.3,696,18.31818182,749.7395682,63.75,24.6,49.4375,,,23.99372483,98.3,,,,23.36876875,22.16268991,20.23849553,5.911809116,5.083585379,16.64733132,6.587319987
31,8,7,2020,12.68,9.890070032,0.962400888,0.654627391,1.247473541,11.09497762,0.917321054,2.468516881,1.851831539,1.395264065,0.510181249,0.382945764,1.284023463,0.537300573,3.39967632,,,11.06,,,2.463832461,8.13,0.2,494,0.0149,630.938651,42.125,27.9,48.65625,,,43.10789574,141.2,,,,29.28230459,21.96699386,16.55105041,6.051926504,4.542620142,15.23148025,6.373624244
34,29,6,2020,4.078,2.448926059,0.922044896,0.822956052,1.356467143,7.467981285,0.8819081,0.74829068,0.668976819,0.42088595,0.205607814,0.251080485,0.567543497,0.284411926,2.778906777,,0.1086,9.12,,,1.167326321,8.1,0.3,659,12.23076923,1832.37348,47.5,23,37.5,,,11.33238184,106.9,,,,23.77943794,21.25897485,13.37505812,6.533875636,7.978921773,18.03559194,9.038139746
35,29,6,2020,8.249,6.119371128,0.852531191,0.719764041,1.291965539,12.59875569,0.92646386,1.808548379,1.440169865,1.281797605,0.470665806,0.420943092,1.161331443,0.358897154,3.383992456,,0.2925,9.09,,,0.004534873,8.13,0.3,765,15.19230769,1832.37348,102.875,20.5,59.4375,,,27.91455377,101.5,,,,26.05094108,20.74469267,18.46344519,6.779629082,6.063406329,16.72820995,5.169675701
36,3,7,2020,12.87,9.59211252,0.886013101,0.657210204,1.412006107,16.16670685,0.941747709,3.164302022,2.811176176,2.683475794,0.682888846,0.620754086,1.773326439,0.51669446,3.450426021,,0.0007,2.63,,,0.774405387,7.7,0.2,380.2,17.5,674.5700283,79.75,22.4,84.46875,,,44.40698288,30.3,,,,25.82551801,22.94347393,21.90124455,5.57341179,5.066297626,14.47304131,4.217012783
37,3,7,2020,2.445,2.057099782,0.897196577,0.684187663,1.52409078,7.041590504,0.875646491,0.489618585,0.407106678,0.296956779,0.134880138,0.117015632,0.215258337,0.190302873,3.275926424,,,12.75,,,0.004492757,8.45,0.2,437.9,17.86363636,804.9761384,50,23.4,37.84375,,,8.009640106,149.7,,,,26.44958479,21.99222603,16.04184104,7.286332182,6.321277346,11.62842628,10.28031234
38,3,7,2020,8.244,8.024803625,0.908666933,0.64540156,1.372417858,15.5472053,0.939566834,2.020318458,1.678953239,1.683163514,0.472042045,0.350021375,0.831845282,0.379911242,4.022534122,,,5.99,,,-0.006520793,7.75,0.2,440,27.22727273,524.790404,201,27.2,142.21875,,,33.1617713,75.2,,,,27.24176037,22.63882787,22.69559877,6.364965001,4.7196512,11.21651379,5.122682993
39,29,6,2020,8.107,5.293307584,0.932742461,0.698658137,1.271211193,14.50482686,0.935503956,1.739296606,1.471295473,1.431233066,0.393576321,0.3866965,1.202209729,0.339201649,3.023519508,,0.007,12.5,,,-0.017575975,8.23,0.3,624,8.269230769,540.308923,92.5,26.7,37.15625,,,24.51167265,156,,,,24.9772998,21.12864937,20.55333016,5.651982374,5.553184197,17.26442329,4.871130805
40,29,6,2020,3.768,2.169076498,0.868265575,0.769276648,1.410361509,14.44611535,0.935258803,0.60052042,0.471688412,0.513142854,0.064958409,0.117257582,0.437196351,0.144601182,2.467683728,,0.7701,10.52,,,1.339014158,8.35,0.3,517,7.5,1342.429173,30.875,24.7,24.15625,,,9.298232288,126.6,,,,25.56096503,20.07727067,21.84176611,2.764934483,4.991032543,18.60912679,6.154904369
41,6,7,2020,5.884,4.043045203,0.937803126,0.887722444,1.628954115,7.145946522,0.877239557,1.108437397,0.937470061,0.757354223,0.225840832,0.305207546,1.248119805,0.469386555,2.980033468,,,3.65,,,0.616214194,8.32,0.5,1006,30.9375,1166.632658,109,24.9,138.53125,,,17.53451693,44.2,,,,21.94136337,18.55708884,14.991721,4.470487705,6.041540722,24.7063571,9.291441256
42,6,7,2020,4.31,2.565305397,0.920680053,0.879433178,1.404438852,7.572592163,0.883349169,0.658256027,0.440466037,0.615731941,0.149890658,0.16613553,1.198784251,0.247524959,2.888240356,,0.0106,13.3,,,1.184418113,8,0.6,1152,68.6875,1299.182001,57.375,24.6,107.71875,,,12.44831593,159.7,,,,18.93287027,12.66875805,17.70978536,4.311180241,4.778417986,34.4796337,7.11935439
43,8,7,2020,3.135,2.987401194,0.938118508,0.673809073,1.493731999,11.63731645,0.920869276,0.567626873,0.452262426,0.336201934,0.143877482,0.118299838,0.220174542,0.141375236,3.609346246,,,8.45,,,0.185441248,8.1,0.2,395,0.02005,383.4663837,83,23.5,60.03125,,,11.31530048,99.3,,,,28.67065446,22.84363263,16.98145372,7.267206294,5.975287528,11.12094676,7.140818608
44,16,7,2020,4.93,3.942385782,0.851903533,0.6844511,1.453094298,12.48928449,0.925867084,0.949248301,0.779350472,0.641773097,0.186739222,0.181372369,0.433607376,0.206758061,3.361804036,,,10.54,,,0.304234386,8.16,0.2,416.2,10.8,450.3233968,24.75,18,21.96875,,,16.5736939,111.6,,,,28.09383696,23.06556155,18.99383833,5.526711255,5.367874512,12.83299103,6.119186369
45,3,7,2020,2.978,2.425065976,0.900405599,0.755859755,1.304195728,10.02720404,0.909315181,0.595643806,0.492244415,0.352703332,0.170843394,0.137955757,0.305941783,0.151923509,3.388311164,,0.3444,12.7,,,0.584299438,8.59,0.2,460,16.31818182,703.0363387,53.375,26.5,23.15625,,,10.09039065,153.5,,,,26.98571471,22.30119279,15.97926713,7.740080655,6.250102246,13.86072951,6.882912957
46,15,7,2020,9.665,7.946479234,0.92065062,0.696795698,1.391137013,11.5059667,0.920038169,1.746211778,1.537752481,1.193011113,0.391296669,0.367394333,0.855112067,0.409727246,3.433715699,,0.2463,2.44,,,0.531824669,7.7,0.2,409.8,10.06666667,1400.291736,143,23.4,109.25,,,33.18686223,28.7,,,,26.86270672,23.6558901,18.35258933,6.019480452,5.651780805,13.15454686,6.303005729
47,15,7,2020,5.73,4.082359477,0.963417375,0.78750977,1.479697709,8.305394696,0.892535456,1.036103947,0.879762134,0.718734952,0.279078745,0.274449531,0.858441837,0.363398969,3.166905804,,,17.17,,,0.499787647,8.68,0.3,613,62.26666667,481.5681737,478,28.5,240,,,18.14637026,221.3,,,,23.49457978,19.94938992,16.29795517,6.328359101,6.223387546,19.46593321,8.240395275
48,15,7,2020,4.278,2.987917036,0.981343915,0.809953092,1.364694444,9.617505876,0.905815922,0.713376785,0.680184639,0.387211359,0.147981148,0.215329241,0.462846501,0.234268414,2.902925884,,0.0854,18.7,,,1.381078348,8.31,0,6.5,17.96666667,1610.25375,173.875,25.8,67.71875,,,12.41871693,230,,,,25.10830866,23.94006395,13.62845345,5.208406579,7.578818312,16.29053965,8.245409393
49,6,7,2020,2.994,2.58084587,0.891227469,0.680171961,1.300418413,9.041824189,0.9004165,0.648352053,0.551203194,0.380330868,0.170717043,0.17117934,0.350006788,0.190165139,3.917918061,,3.441,11.03,,,0.740841033,8.34,0.2,282.1,121.25,788.9640645,37.875,20.1,20.6875,,,11.73024668,121.5,,,,26.33485196,22.38884637,15.44833096,6.934208086,6.952985725,14.21662338,7.724153521
50,3,7,2020,4.494,2.354211883,1.091591804,0.754038579,1.287934416,6.707013572,0.870248055,0.496026596,0.435182107,0.421315138,0.137476181,0.100226055,0.401565079,0.233677267,2.688980837,,1.221,9.43,,,0.00430567,8.18,0.1,239.8,9.181818182,432.6175904,44.5,25.3,33.375,,,12.08427988,114.8,,,,22.2886378,19.55462957,18.93152621,6.177404251,4.503593673,18.04406996,10.50013853
51,15,7,2020,4.763,3.632182358,0.963750525,0.658164324,1.439733486,11.25102295,0.918374163,0.873881447,0.788794466,0.69879915,0.152116283,0.150331133,0.485910374,0.250821371,3.332531081,,0.0929,8.7,,,0.132271007,8.06,0.2,442.5,11.33333333,269.1632114,128.75,23.1,85.3125,,,15.87284554,101.7,,,,25.69745083,23.19537401,20.54896217,4.473147594,4.420653304,14.28873217,7.375679919
53,15,7,2020,6.556,3.935165176,0.826835826,0.809972299,1.374821757,11.32323188,0.918852456,1.264656926,0.985551261,0.866952774,0.284596467,0.327988051,0.843872003,0.334395891,2.650599542,,,10.47,,,3.965334069,8.13,0,15.3,39.2,3835.85526,320.625,23.9,157.40625,,,17.3773306,124.1,,,,25.76718582,20.08045183,17.66402633,5.798608215,6.682704911,17.19375925,6.813263648
54,16,7,2020,3.923,3.174830107,0.877347435,0.733859457,1.369294361,9.814601162,0.90753242,0.826186575,0.664870282,0.480675136,0.246790504,0.201985832,0.437769636,0.224315214,3.449425623,,1.2116,8.46,,,2.330486739,8.14,0.3,595,8.866666667,2304.958356,86.625,23,50.75,,,13.53209672,98.6,,,,26.80167402,21.56853801,15.59320702,8.005938184,6.552464765,14.20134318,7.27683482
55,15,7,2020,4.234,3.517412612,0.812911003,0.733812269,1.500696974,14.69070158,0.936267987,1.22701534,0.91395676,0.709112665,0.359828358,0.312755957,0.63210498,0.213827369,3.397746892,,0,6.57,,,4.028271561,8.02,0.4,880,31.2,3990.560315,256.5,23.2,165.46875,,,14.38606034,76.6,,,,28.08714322,20.92103788,16.23202932,8.236694603,7.159178097,14.46927559,4.894641287
1,25,5,2021,6.19,4.579847545,0.945603267,0.657487941,1.382454554,14.09282571,0.933743355,0.91573718,0.773782373,0.932622233,0.115978349,0.126437748,0.548897439,0.262664208,3.173304009,2.077581229,,14.23,,,14.37754737,8.44,0.2,427,,,13.38730081,20.9,47.79461834,3.849302326,40.35,19.64275182,159.1,40.82627554,,,24.91042993,21.04889047,25.36974724,3.154912337,3.439435172,14.93143612,7.145148721
2,19,5,2021,8.161,6.746790137,0.883783396,0.656718933,1.311351849,16.30668805,0.94221887,1.810593349,1.407174632,1.33767602,0.403242139,0.324264189,0.892044827,0.315095361,3.541523155,0.562332687,0.2105,7.92,,,897.6820897,7.87,0.3,525,,,15.28383509,14.8,19.09436104,1.843918919,54.31,28.90237047,79.3,111.9154306,,,27.89781351,21.68189532,20.61105337,6.213197463,4.996296857,13.74472089,4.855022597
3,19,5,2021,12.34,10.22488563,0.887139812,0.498982397,1.380110181,16.16192193,0.941731468,1.95610084,2.672268067,0.889890843,0.490034173,0.736833465,0,0.337225546,3.604069712,1.968717494,,5.39,,,44.95677281,7.72,0.3,542,,,16.17632181,17.6,17.6147242,1.145454545,60.57,44.47422025,56.8,17.46484,,,27.61936405,37.73135979,12.56490394,6.919087165,10.40379479,0,4.761490274
4,19,5,2021,8.504,6.910334071,0.863048857,0.597682124,1.391223005,21.011051,0.954568276,1.852298931,1.37938494,1.238879828,0.409871018,0.287877965,0.659277296,0.233266842,3.418152779,2.747070007,,6.76,,,219.8153911,7.75,0.2,396.4,,,6.158158372,16.4,7.797451248,1.230985915,40.64,29.06797124,69.2,6.15887409,,,30.56166786,22.75890985,20.44067142,6.762591995,4.749789898,10.87762532,3.848743649
5,19,5,2021,13.54,12.91826452,0.85903268,0.617562403,1.294402985,26.21944731,0.963261561,3.208399093,2.306198483,2.674581302,0.78547252,0.460064941,1.388656779,0.294308568,4.08294896,2.910188164,0.062,3.15,,,62.96188338,7.67,0.3,553,,,15.90857579,17.1,19.8459226,0.994223827,63.03,55.28312892,33.5,10.15838629,,,28.8585263,20.74351963,24.05700556,7.065074734,4.138137374,12.49052472,2.647211681
6,19,5,2021,8.922,6.700103042,0.917030095,0.669143272,1.415815542,10.93363093,0.916203207,1.734760083,1.5231493,1.400006983,0.407327083,0.325580159,1.045951449,0.455628179,3.379772616,2.184696072,1.2103,10.89,,,890.2982041,8.35,0.3,554,,,11.22302051,20.4,39.9267082,3.332659933,52.24,30.15433128,120.9,15.37121829,,,25.16916123,22.09895805,20.31231974,5.909797634,4.723753792,15.17542449,6.610585066
7,19,5,2021,12.89,12.07982489,0.85334958,0.622429789,1.31364377,24.13677202,0.960217645,3.340436368,2.277302928,2.558209558,0.858050285,0.54292628,1.447208402,0.337888996,3.990485181,1.273393581,0.0374,9.99,,,0.649289457,7.93,0.3,555,,,10.97758666,19.8,18.17839538,2.233043478,57.09,51.43735399,109.3,7.895613495,,,29.4000146,20.04311173,22.51544112,7.551914823,4.778429759,12.73724253,2.973845428
8,25,5,2021,9.442,8.988022641,0.884930697,0.628886912,1.373452257,15.97018257,0.941073115,2.183375532,1.68280119,1.668041074,0.542812957,0.381213541,0.971408346,0.336541536,4.0609511,3.589948276,0.0446,9.2,,,899.2278303,8.06,0.3,583,,,26.46223126,19.8,63.78878792,3.976853526,56.03,38.34350029,100.6,24.36374737,,,28.11384164,21.66828632,21.47823035,6.989433232,4.908627477,12.50816454,4.333416448
9,25,5,2021,8.378,6.613658238,0.905834215,0.71105634,1.32641353,10.23392665,0.91098393,1.441648159,1.207911069,1.193850201,0.361030465,0.264073755,0.829600868,0.42131955,3.405052754,3.200090278,,10.45,,,1231.49453,7.95,0.3,569,,,10.86602582,21.8,50.80086461,2.986096257,55.29,28.52753197,119.6,27.37382048,,,25.20613302,21.11941592,20.87357224,6.312345948,4.617130849,14.50494679,7.366455223
