Sample Name,Month,Date,Year,DOC (mg/L),A350,BA,C1,C2,C3,C4,C5,C6,C7,E280,E280_oldmeth,FI,HIX,HIX.OHNO,SR,SUVA254,Chla,Discharge,DO,FieldNotes,NH4,NO3,pH,Salinity,SpCond,SRP,TDN,TDP,Temp,Time,TP,TSS,DIC,,
31,June,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
32,June,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,,,
33,June,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
34,June,12-Jun-17,2017,4.036172385,2.572724733,0.782967871,0.229518159,0.232938821,0.138295246,0.067954739,0.087375385,0.162705358,0.081212292,255.3063438,2.12578138,1.339564024,8.581615052,0.895633461,0.896769703,2.91775478,NA,0.1355,8.1,"Sand substrate, eroding banks, suspended silt",87.94081214,1.987624102,8.11,NA,724,1.590222441,3.241911986,10.15817908,23.7,15:40,16.36954973,5.643333333,,,
35,June,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
36,June,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
37,June,14-Jun-17,2017,NA,1.725204692,0.689171495,0.250766585,0.238918769,0.164579851,0.057547164,0.075207728,0.126359769,0.086620133,MISSING,MISSING,1.472579737,9.30172736,0.902928901,0.907452557,MISSING,NA,0.5592,10.62,"Fine silt substrate, runs through a marsh, beaver",14.97733041,0.944060325,8.51,NA,452.4,4.654935995,1.037351245,10.35228441,19.3,17:20,10.51403886,1.811333333,48.6,,
38,June,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
39,June,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
40,June,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
41,June,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
42,June,12-Jun-17,2017,4.867929661,3.876555148,0.793387622,0.208674941,0.200669371,0.13603728,0.053776656,0.078323206,0.17934264,0.143175905,301.9992765,2.514565167,1.438823292,4.916684229,0.830986417,1.007317722,3.27631574,NA,NA,8.36,"Duckweed, macrophytes cover surface, slow water",MISSING,1.88864232,7.76,NA,871,2.982565767,MISSING,18.79586639,25.2,15:15,105.4962484,52.917,46.6,,
43,June,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
44,June,14-Jun-17,2017,4.159993856,3.535616321,0.652208658,0.248751916,0.256175394,0.213434956,0.052230449,0.059212487,0.048695328,0.121499471,315.9730128,2.63091601,1.463334037,5.968880178,0.856504923,0.915990616,3.588002057,NA,0.3941,9.3,"Deep, fast, clear water, cool **down unmaintained road",15.86558149,0.384124819,8.2,NA,411.6,3.337842333,0.506830376,7.24659909,17.2,15:00,22.28976238,6.968666667,46.68,,
45,June,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,
46,June,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,
47,June,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,
48,June,12-Jun-17,2017,2.574540666,1.793381621,0.772533979,0.24132144,0.235531124,0.157634651,0.049047174,0.079624265,0.13461965,0.102221697,267.9393828,2.230969049,1.326099449,8.16094542,0.890840961,0.94760175,2.971627457,NA,0.3256,7.09,"Cobble bottom, periphyton covering rocks",33.63060313,3.974647567,7.9,,510,4.405177427,2.205847571,19.0546735,22.5,11:00,25.49250037,3.511333333,53.38,,
49,June,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,
50,June,14-Jun-17,2017,4.571161895,2.63451853,0.734933976,0.223266815,0.223775038,0.168734022,0.074984499,0.067308814,0.138573991,0.103356821,246.8196172,2.055117545,1.267487067,6.779487993,0.871456836,1.086322945,2.869853726,NA,1.2683,9.03,"Cobble, wide and narrow, uniform flat bottom",22.97159015,0.091776182,8.16,,263.5,3.019923173,0.340088062,10.06112642,24.3,18:20,15.46372484,2.229333333,26.44,,
51,June,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,
52,June,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,
53,June,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,
54,June,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,
55,June,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,
55.5,June,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,
56,June,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,
57,June,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,
58,June,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,
59,June,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,
60,June,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,
61,June,NA,2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,,NA,NA,NA,NA,NA,NA,NA,NA,,,
1,May,11-May-17,2017,8.488247274,7.450988433,0.63862488,,,,,,,,336.3563336,2.800635584,1.380765767,16.53422832,0.942968691,0.862662489,3.78638788,NA,NA,9.96,Too deep,15.10422342,0.079573849,7.87,0.2,386.6,2.354146086,0.48744129,9.700694842,11.1,16:36,6.683197598,9.986,39.79,,
2,May,11-May-17,2017,7.550788506,6.504739622,0.598005629,,,,,,,,327.5906274,2.727648855,1.297642712,27.36741511,0.964748286,0.89019908,3.667856859,NA,0.824,11.31,,16.62693956,1.204368507,8.18,0.2,421.2,4.770393819,1.658014435,10.61711993,11,13:45,9.99126865,1.665333333,,,
3,May,8-May-17,2017,11.42185263,11.22959357,0.546042563,,,,,,,,371.1712495,3.090518314,1.303602233,22.57012112,0.957573404,0.819853482,4.109862622,NA,NA,8.57,"Edges too messy for flow, oily sheen on water",49.61912261,0.041142889,8.15,0.1,268.9,1.316738361,0.495437863,7.084844646,8.9,18:15,MISSING,0.855333333,95.98,,
4,May,8-May-17,2017,6.807571746,5.953612199,0.611647186,,,,,,,,336.155504,2.798963397,1.355271534,19.47738491,0.951165639,0.857475757,3.771014089,NA,NA,11.88,Too deep ~ 6ft,20.43372991,0.072240161,7.63,0.2,392,1.021574169,0.48582721,4.906999696,9.8,17:45,8.783305391,0.085333333,60.47,,
5,May,8-May-17,2017,7.790491409,7.512975111,0.626154636,,,,,,,,361.259146,3.007986228,1.287642009,51.92885257,0.981106713,0.868353333,4.020432138,NA,NA,10.7,,4.825889475,0.03452701,7.95,0.2,332.9,2.367771296,0.399877613,5.391064657,9.4,18:45,6.180000948,0.168888889,89.08,,
6,May,26-May-17,2017,9.972614391,8.786020424,0.607955926,,,,,,,,330.7746608,2.754160373,1.391497267,11.57769133,0.920494153,0.849251395,3.692835264,NA,NA,9.52,"LSRCA station, too deep for flow",20.05305088,1.406205033,8.04,0.3,524,2.690367147,1.910772332,9.883618537,15,12:00,17.09361964,2.246666667,52.94,,
7,May,26-May-17,2017,14.17943891,14.16783549,0.579340772,0.291647398,0.229908915,0.207430467,0.084492967,0.06591595,0.089219813,0.031384491,365.8476415,3.046191852,1.359578786,21.04156619,0.954631173,0.832643022,4.080544571,NA,0.3057,6.56,"Clay bottom, long grassy macrophytes + fillamentous algae, very open, fast moving, culvert",5.96792658,0.028185891,7.68,0.2,467,2.313645554,0.664942464,9.99126865,14.7,11:15,11.62295234,3.360666667,54.76,,
8,May,11-May-17,2017,12.49707169,11.79067575,0.590273404,,,,,,,,358.5578784,2.985494408,1.298486197,21.15902399,0.954871659,0.833710563,4.025947012,NA,0.9287,5,,9.267144884,0.163769276,7.62,0.2,411,2.112521313,0.72777686,6.355320124,10.2,09:00,8.63446941,0.964666667,42.64,,
9,May,11-May-17,2017,8.371151029,,,,,,,,,,,,,,,,,NA,NA,10.02,Too deep,15.35800945,2.818505392,7.93,0.2,473,1.040311382,3.194625549,4.974681614,11.1,08:30,7.2538309,1.702666667,53.32,,
10,May,26-May-17,2017,10.42102413,8.612067998,0.612448406,,,,,,,,319.854792,2.663237235,1.406326646,11.73151171,0.921454732,0.82969294,3.603417031,NA,1.0648,9.82,"Open, shallow, very large rocks and sediment",7.617535732,1.631247645,8.09,0.3,524,1.647138121,2.169278954,6.947022342,15.1,12:45,13.87212979,3.631034483,60.39,,
11,May,26-May-17,2017,5.478184954,3.76138177,0.620340443,,,,,,,,287.7041051,2.395537928,1.285471669,14.32974792,0.934767355,0.93189176,3.293730653,NA,NA,9.88,"Fast current, very large rocks over entire streambed, shaded by trees, residential",24.24052027,0.087351092,8.1,0.1,305.3,1.84998821,0.303204564,7.376104373,17.3,16:00,16.40624427,3.133333333,33.22,,
12,May,26-May-17,2017,6.049890155,5.93694847,0.616019741,,,,,,,,350.8901392,2.921649786,1.427018004,12.07674066,0.923528345,0.790639087,3.874227978,NA,1.0602,9.98,Sandy bottom,8.632679826,0.413510922,8.14,0.2,388.3,3.21198166,0.667219611,8.694862427,12.6,***,14.8639679,5.405333333,49.1,,
13,May,26-May-17,2017,9.112179776,9.99757454,0.560839311,0.312960025,0.247575872,0.173597511,0.085340585,0.072703034,0.069971801,0.037851172,386.3474579,3.216881415,1.402066805,20.74587162,0.95401426,0.818795855,4.237885657,NA,1.2678,9.09,"Cedar stand, dead trees across, difficult to take flow - fast, rocky, lots of woody debris",20.43372991,0.136181472,7.82,0.1,226.5,2.791792191,0.562557403,17.33468351,15.7,17:43,15.18702361,4.584,34.83,,
14,May,15-May-17,2017,6.304057888,4.516794943,0.691336966,,,,,,,,281.1834352,2.341244257,1.383735907,11.05669576,0.917058536,0.889324249,3.172506185,NA,NA,16.03,Too deep,MISSING,NA,8.36,0.3,686,3.298969512,MISSING,19.22468374,14.8,16:00,42.12401565,22.45340909,91.02,,
15,May,11-May-17,2017,12.03880793,11.81944844,0.597806216,0.263706031,0.204391102,0.234467492,0.075071942,0.065267104,0.132050249,0.02504608,367.0958474,3.056584907,1.374310446,25.01616836,0.961562364,0.811066865,4.139165903,NA,0.2255,7.65,,20.05305088,1.572088311,7.6,0.5,920,5.329151107,1.160888719,13.45580252,11.2,11:30,20.09429646,1.902,58.82,,
16,May,11-May-17,2017,9.440859674,7.616335788,0.642773277,,,,,,,,315.881869,2.630157111,1.314402068,19.8553721,0.952050724,0.83204352,3.584128494,NA,1.3657,8.86,,35.53399831,0.40066344,7.89,0.3,601,6.038923879,0.944191683,14.61723628,11.3,10:45,18.1017049,2.218,,,
17,May,11-May-17,2017,22.10936662,21.15058335,0.555132622,0.278332539,0.187626304,0.263757894,0.08025204,0.052303541,0.113071238,0.024656445,355.0402707,2.956205418,1.313336594,24.22696874,0.960359883,0.834993905,4.015379232,NA,NA,8.39,"Too deep, lots of garbage in water",7.49064272,0.005825343,7.93,0.2,363.4,2.248435248,0.903318987,10.75123092,12.7,12:30,13.09817322,0.301333333,28.76,,
18,May,11-May-17,2017,7.25253748,5.964777906,0.698049567,,,,,,,,318.2846455,2.650163576,1.682417372,13.91942593,0.932973292,0.835390118,3.59998896,NA,2.3122,9.69,Oil in some puddles near the banks,17.0076186,0.814137585,8.01,0.3,545,2.021912023,1.154894642,7.39410913,10.9,10:00,22.45120409,3.442,,,
19,May,11-May-17,2017,8.086676031,6.033559467,0.643214808,,,,,,,,301.3575097,2.509221563,1.278109589,19.23841858,0.950589025,0.909665477,3.411884312,NA,NA,12.65,Too deep,17.38829763,1.704379116,8.03,0.2,430.1,1.251733058,2.141303676,7.407235179,12.4,15:30,14.79255546,2.082,,,
20,May,NA,2017,NA,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
21,May,NA,2017,NA,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
22,May,8-May-17,2017,5.44127691,5.817620433,0.540191069,0.301082312,0.262984932,0.192398523,0.071416752,0.057591465,0.054695822,0.059830194,369.473264,3.076380216,1.27052403,14.17508463,0.934102509,0.860458318,4.117124552,NA,NA,11.92,Too deep,15.9924745,0.050430967,7.41,0,78.7,1.900645547,0.299577547,3.04617068,7.7,16:05,11.41766133,11.83666667,6.533,,
23,May,8-May-17,2017,5.985014676,4.729857555,0.570177192,0.291323903,0.24978884,0.167989383,0.084151104,0.070625584,0.095617808,0.040503378,314.1169633,2.615461809,1.29198347,17.67069777,0.946440138,0.847535542,3.546791518,NA,1.0589,10.75,,7.871321755,0.011041669,7.95,0.2,330.3,1.988231625,0.19931796,2.695532328,7.4,14:25,3.002340886,0.242,38.39,,
24,May,27-May-17,2017,5.377619943,3.525484716,0.651431909,,,,,,,,268.4199696,2.234970604,1.315541629,3.889537305,0.795481671,0.974024121,3.071478361,NA,NA,9.94,Too deep,26.27080845,0.149085976,7.95,0.1,203,2.154263342,0.447888041,4.799362438,17.6,13:20,10.40957606,0.662666667,17.94,,
25,May,NA,2017,NA,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
26,May,NA,2017,NA,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
27,May,15-May-17,2017,4.245919167,3.142177369,0.669638938,,,,,,,,291.6969207,2.428783686,1.503833076,14.85038381,0.936910045,0.83966366,3.317799036,NA,1.4805,11.12,,9.774716931,0.981100236,8.4,0.3,530,1.832798664,1.167831364,4.380958961,9.9,11:00,6.817308587,1.388,,,
28,May,15-May-17,2017,2.88484751,1.895013759,0.691591499,,,,,,,,262.1631789,2.182874096,1.213638578,14.75747957,0.936538074,0.858845955,2.975867067,NA,0.7289,11.14,,9.901609943,0.791542348,8.43,0.1,307.9,2.550923161,0.992324123,3.293739522,10.4,11:30,48.93555861,4.468,56.96,,
29,May,8-May-17,2017,10.22388125,9.866085717,0.555804164,0.274518798,0.218790856,0.232397356,0.074966795,0.059775268,0.108324959,0.031225968,362.7992207,3.020809498,1.304431537,23.05889594,0.958435333,0.845474618,4.045734425,NA,1.0589,11.25,"Too fast too measure properly, dark water",8.505786814,0.020327343,8.02,0.2,374.7,2.20719682,0.518769294,9.858812174,3.8,12:30,7.887049739,0.808,41.88,,
30,May,NA,2017,NA,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
31,May,11-May-17,2017,8.713485347,7.523743317,0.583185598,,,,,,,,333.0059049,2.772738592,1.324194132,13.81648824,0.932507624,0.892223773,3.721548398,NA,NA,8.71,Too deep,6.348605615,0.198698135,7.71,0.2,414.5,0.96480364,0.640028722,7.689030013,11.2,09:30,9.298361876,0.420666667,41.65,,
32,May,15-May-17,2017,7.477775553,5.079988728,0.716016291,,,,,,,,281.9967466,2.348016208,1.329437631,16.2324562,0.941969967,0.830661058,3.251179223,NA,1.5596,9.94,,58.75541945,1.898456489,8.1,0.3,660,3.224164876,2.350414964,5.915287304,14.1,13:30,21.06200783,9.362,56.03,,
33,May,NA,2017,NA,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
34,May,15-May-17,2017,3.699700995,2.027774852,0.753166176,0.229632362,0.214202014,0.204475896,0.033605845,0.074541434,0.204089079,0.039453369,232.7279184,1.937784499,1.543273846,58.30550896,0.98313816,0.825213368,2.679843194,NA,0.4724,11.76,,10.28228898,3.03689396,8.21,0.2,487,1.65326754,2.407168118,4.705342174,14,14:00,12.74923665,3.342666667,,,
35,May,15-May-17,2017,7.993687836,5.926576802,0.672044072,,,,,,,,297.650131,2.478352465,1.280165176,14.71491977,0.936366204,0.835935956,3.40717588,NA,1.1386,13.39,,16.24626053,1.75893375,8.37,0.4,730,3.10447746,2.177418588,7.407235179,14.3,14:15,16.6991515,4.476666667,61.99,,
36,May,27-May-17,2017,10.15239157,9.033005596,0.580181432,,,,,,,,339.1401184,2.823814474,1.347734276,20.05751757,0.952511021,0.827921667,3.797286739,NA,0.2793,11.62,"Big rocks with epilithic algae, muddy at edge, some trees, frogs",13.70840029,0.01985117,7.69,0.2,420.8,5.182525374,0.543713815,12.77638494,7.5,09:15,22.41893961,1.4624,44.21,64.49,
37,May,17-May-17,2017,2.58261598,1.825853745,0.72221136,0.266797635,0.232074151,0.191652318,0.048217973,0.075778137,0.142497191,0.042982595,275.9330087,2.297527133,1.66831092,36.66442266,0.973449746,0.857946192,3.108533623,NA,0.4054,11.17,,15.86558149,0.980974442,8.24,0.2,459,6.010226731,1.065597378,28.65777448,12.5,10:00,8.693679826,2.418,50.57,,
38,May,11-May-17,2017,11.2152122,11.35624061,0.566406347,,,,,,,,375.9221135,3.130075882,1.309707034,66.88607531,0.985269439,0.846243724,4.193386712,NA,0.9444,9.15,,12.05879114,0.009670411,7.83,0.2,377.7,4.347550466,0.516682386,10.37415917,11.9,17:20,12.50276635,0.744666667,39.12,,
39,May,15-May-17,2017,5.863913764,4.352237643,0.66114119,,,,,,,,293.4066971,2.443019959,1.3662792,18.79281656,0.94947662,0.846115324,3.334390972,NA,0.1088,11.33,Beaver dam upstream,17.51519064,0.462166809,8.18,0.3,622,3.643070833,0.822264973,9.445320598,13.4,12:30,14.28851283,2.118,,,
40,May,15-May-17,2017,4.19976947,2.754902557,0.765320885,,,,,,,,268.0616029,2.231986702,1.402456585,11.78190209,0.921764383,0.860213517,3.061854805,NA,1.1933,0.458333333,,25.25566436,2.151896673,8.42,0.3,527,2.027290715,2.340289769,9.701967435,12.7,12:00,10.50859752,2.871333333,52.73,,
41,May,15-May-17,2017,5.958279562,3.658509085,0.749422542,,,,,,,,251.6068045,2.094977556,1.325702887,8.734158039,0.897268978,0.922947137,2.856307408,NA,0.3307,12.69,Single measurement for flow,8.886465849,1.256422855,8.32,0.3,624,2.565884088,1.670807008,8.200739217,15.3,15:15,17.88030026,6.164,44.15,,
42,May,15-May-17,2017,3.941960396,2.259386022,0.806778641,0.222351935,0.221227355,0.137609125,0.065947037,0.087190232,0.180600096,0.085074221,236.6834473,1.970719794,1.456935499,8.021615766,0.889155111,0.860813993,2.679982607,NA,NA,11,"Too deep, car parts in water",38.32564456,3.11160103,7.89,0.4,810,3.433617855,MISSING,8.469615913,14.6,15:00,12.68201748,2.366,59.28,,
43,May,11-May-17,2017,4.679175277,3.911562184,0.610107944,,,,,,,,318.1796433,2.649289287,1.34640186,16.4125219,0.942570065,0.854677368,3.571209337,NA,0.8522,10.64,New culvert + bank stabilization,19.1647998,0.194106488,8.18,0.2,399.7,2.59577086,0.402964215,7.398456204,11.3,16:50,10.25949063,2.424666667,45.29,,
44,May,26-May-17,2017,5.048278326,4.383218425,0.615008142,0.279535459,0.247723725,0.174296982,0.070634353,0.0724185,0.096274466,0.059116515,325.4313462,2.709669827,1.295419215,12.49290852,0.925886995,0.864837666,3.660413046,NA,0.5128,9.28,"Shaded, forested area, wet around",12.05879114,0.177307309,8.05,0.2,377.1,2.081816882,0.369268618,3.944681456,14.6,***,15.2089385,6.871333333,,,
45,May,17-May-17,2017,4.530394165,3.253741054,0.643953188,,,,,,,,280.557384,2.336031507,1.508497225,13.80799533,0.932468914,0.857777711,3.172041101,NA,0.5859,9.71,,22.08333907,0.387740215,8.27,0.2,510,4.30689855,0.608985141,6.027319261,13.1,09:45,15.03468857,3.126,54.72,,
46,May,17-May-17,2017,4.03790113,3.032236599,0.682339807,,,,,,,,273.5360521,2.277569127,1.400068992,10.51667722,0.913169399,0.825975983,3.082209333,NA,0.3479,9.58,"Very mucky, only did middle [for flow]",98.47293211,1.11199096,8.51,0.2,322.3,7.264495664,1.472561256,11.76335543,16.7,11:00,17.96992583,4.317333333,,,
47,May,18-May-17,2017,4.934720613,3.339597542,0.722680781,,,,,,,,272.5643094,2.269478013,1.561247572,24.1608089,0.96025565,0.83770949,3.121583381,NA,NA,8.13,Too deep,19.54547883,4.637049694,8.19,0.3,554,17.40704074,2.481168584,27.24688252,13.2,08:15,35.36059733,7.168,53.46,,
48,May,18-May-17,2017,2.454083909,1.429188755,0.776305358,0.245833952,0.2265107,0.167745704,0.046499703,0.083914404,0.157727846,0.071767691,239.3989015,1.993329737,1.354215119,10.72288819,0.914696789,0.780064868,2.673445174,NA,0.6335,8.29,,24.6211993,5.866501607,7.97,0.3,542,4.244959344,2.875256674,9.588935685,17.8,07:30,15.73568933,3.482666667,58.71,,
49,May,15-May-17,2017,4.719125761,3.501829566,0.687983072,,,,,,,,292.2526976,2.433411304,1.388827648,11.67143276,0.921082326,0.851022656,3.313774275,NA,0.625,10.87,,17.76897667,0.864190708,8.35,0.3,589,2.640688723,1.110857092,6.07969815,10.1,10:15,9.432472865,4.723333333,,,
50,May,8-May-17,2017,4.741416419,3.152290371,0.638787358,0.261515273,0.245968306,0.1627485,0.076450315,0.073215107,0.114021065,0.066081434,276.273033,2.30035831,1.444478416,11.26923912,0.918495353,0.893026448,3.160618834,NA,3.1718,11.65,"Wide open, windy, residential area",6.983070674,0.06422885,8.04,0.1,307.3,2.907885443,0.286566649,4.593310217,8.8,08:30,7.550953869,0.697333333,35.24,,
51,May,17-May-17,2017,4.970538289,3.86517776,0.669998515,,,,,,,,300.9133363,2.5055232,1.542221927,12.13177229,0.923848817,0.890956533,3.376006593,NA,0.1777,10.41,,30.39483133,1.020942128,8.34,0.2,449.2,5.019199426,1.267506217,6.191457307,17.3,12:00,13.65696901,2.993333333,49.19,,
52,May,NA,2017,NA,NA,NA,,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
53,May,17-May-17,2017,4.139843745,2.763305185,0.769094947,,,,,,,,267.7567638,2.229448491,1.217850141,11.25505763,0.918401036,0.859569499,3.045408788,NA,NA,9.57,Too deep,29.57002676,4.194187271,8.32,0.3,649,13.11775068,2.305493873,19.42374151,19.2,16:50,34.37711674,15.605,55.39,,
54,May,18-May-17,2017,5.993408436,5.957033193,0.646725132,,,,,,,,356.1938384,2.965810478,1.384564477,17.36496172,0.945548484,0.839983606,3.963572677,NA,NA,7.43,Too deep,42.25932793,2.603096781,8.12,0.3,551,3.470719261,2.987321127,7.931862522,19,10:00,17.63382996,27.5968,125.9,,
55,May,17-May-17,2017,3.89945204,2.796020621,0.733032421,,,,,,,,276.5448002,2.30262115,1.515589835,12.68060037,0.926903793,0.806526131,3.11328802,NA,0.5948,11.001,,40.48282576,6.534184337,7.95,0.3,672,9.95885115,3.554697993,28.05154845,13.7,14:00,19.37903785,3.097333333,,,
55.5,May,NA,2017,NA,NA,NA,,,,,,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
56,May,NA,2017,NA,NA,NA,,,,,,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
57,May,NA,2017,NA,NA,NA,,,,,,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
58,May,NA,2017,NA,NA,NA,,,,,,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
59,May,NA,2017,NA,NA,NA,,,,,,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
60,May,NA,2017,NA,NA,NA,,,,,,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
61,May,NA,2017,NA,NA,NA,,,,,,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,
